product_id,product_name,category,brand,cost_price,competitor_price,our_historical_price,discount_pct,rating,page_views,conversion_rate,units_sold_last_30d,forecast_demand,inventory_on_hand,shipping_cost,optimal_price
PROD0420,Product 420,Fashion,BrandE,762.89,1079.81,1073.62,66.05052854760655,4.5,5925.0,0.0571,299,283.26,497.0,43.18,1045.6
PROD0381,Product 381,Electronics,BrandD,2572.9,3451.99,3391.35,13.29,4.4,5917.0,0.1143,763,318.64,1041.0,140.48,3589.73
PROD0694,Product 694,Toys,BrandD,427.43,636.32,633.92,10.32,3.6,6632.0,0.0671,413,435.07,397.0,24.79,663.76
PROD0539,Product 539,Electronics,BrandE,2869.51,3677.77,3635.17,20.9,3.9,4974.0,0.0334,135,126.79,273.0,162.46,3253.72
PROD0449,Product 449,Toys,BrandC,542.74,797.75,832.92,16.77,3.5,8371.0,0.1596,1582,1669.04,2910.0,28.3,797.78
PROD0622,Product 622,Fashion,BrandC,900.77,1225.15,1181.51,0.23,3.6,6101.0,0.0985,561,570.59,645.0,37.6,1223.05
PROD0209,Product 209,Fashion,BrandA,733.62,1089.25,1103.65,3.25,1.2195178444584998,7114.0,0.0925,571,624.95,452.0,31.68,1127.4
PROD0554,Product 554,Home,BrandA,1779.13,2181.69,2210.9,22.87,4.5,879.0,0.036,32,29.85,452.0,81.88,2108.64
PROD0476,Product 476,Home,BrandE,1858.74,2730.26,2780.96,21.47,5.0,5074.5,0.0585,139,132.08,150.0,79.37,2667.0
PROD0481,Product 481,Books,BrandA,492.84,722.83,740.59,0.88,5.0,271.0,0.0836,26,27.86,40.0,19.75,754.56
PROD0432,Product 432,Fashion,BrandD,606.39,777.54,763.55,11.27044658279364,3.6,4237.0,0.1294,448,429.11,601.0,25.67,743.33
PROD0626,Product 626,Sports,BrandC,966.78,1375.73,1341.63,11.35,4.1,3971.0,0.0782,258,236.84,398.0,50.26,1303.73
PROD0060,Product 60,Books,BrandC,330.38,485.46,471.15,4.77,1.1483553142833371,5691.0,0.0583,273,288.04,405.0,16.68,477.73
PROD0621,Product 621,Home,BrandC,1082.05,1460.11,1468.02,13.295,3.3,2597.0,0.1023,0,324.65,250.0,54.05,1583.62
PROD0755,Product 755,Books,BrandA,954.645,438.17,435.34,12.934999999999999,5.0,7524.0,0.1457,1100,1013.06,2245.0,16.22,426.52
PROD0092,Product 92,Electronics,BrandA,2193.55,2988.47,3050.94,21.77,4.7,3460.0,0.1054,410,375.57,859.0,111.77,2876.69
PROD0901,Product 901,Fashion,BrandE,603.06,836.85,836.45,6.88,5.0,8036.0,0.0741,0,626.93,1035.0,28.77,854.42
PROD0462,Product 462,Toys,BrandA,954.645,862.54,878.52,24.55,4.6,9487.0,0.0941,887,922.89,2033.0,32.03,814.56
PROD0666,Product 666,Sports,BrandB,1208.66,1649.4,1655.72,14.13,4.2,9439.0,0.0921,729,694.75,1035.0,68.81,1612.71
PROD0976,Product 976,Home,BrandD,1629.55,2255.06,2304.49,16.07,1.524158093594508,4549.0,0.0887,361,325.0,526.0,48.095,2302.54
PROD0477,Product 477,Fashion,BrandA,948.01,1247.98,1284.92,14.62,5.0,2863.0,0.0836,185,318.64,115.0,53.67,1521.79
PROD0332,Product 332,Electronics,BrandE,3369.07,4792.82,4878.0,6.31,3.9,630.0,0.0829,56,55.73,122.0,160.6,4414.19
PROD0938,Product 938,Books,BrandE,287.7,349.17,343.74,2.19,5.0,5712.0,0.0736,369,380.43,711.0,16.87,340.87
PROD0700,Product 700,Toys,BrandE,774.97,971.91,997.77,8.47,1.0384957616472403,7958.0,0.0306,239,240.79,599.0,37.18,861.94
PROD0464,Product 464,Books,BrandC,377.39,562.75,540.93,6.71,5.0,1720.0,0.0789,123,112.32,214.0,16.89,546.51
PROD0355,Product 355,Fashion,BrandD,791.65,1325.755,1048.07,14.62,2.2249406245821723,4803.0,0.1019,567,569.84,1090.0,35.66,973.55
PROD0362,Product 362,Books,BrandE,312.84,381.95,396.98,9.7,4.8,8380.0,0.0419,402,387.21,853.0,12.77,365.38
PROD0312,Product 312,Books,BrandC,292.28,385.61,386.06,12.934999999999999,2.9315848028614857,1538.0,0.0649,100,91.24,58.0,15.05,447.67
PROD0318,Product 318,Home,BrandD,1773.75,2589.54,2475.5,17.3,3.8,5531.0,0.0372,197,0.0,493.0,75.75,2295.5
PROD0380,Product 380,Toys,BrandE,705.12,1054.86,1028.58,12.74,5.0,4925.0,0.0836,485,442.05,1044.0,28.92,971.73
PROD0182,Product 182,Books,BrandE,482.14,657.97,639.5,0.84,3.7,7620.0,0.9154262194423032,164,171.21,452.0,23.66,596.4
PROD0716,Product 716,Books,BrandD,480.41,597.73,610.18,12.934999999999999,4.7,7452.0,0.0836,234,253.4,507.0,28.18,573.61
PROD0110,Product 110,Fashion,BrandA,963.13,1415.81,1395.06,5.92,3.4,8243.0,0.1158,925,956.0,660.0,50.54,1532.82
PROD0530,Product 530,Home,BrandB,1349.46,1648.17,1580.52,10.84,4.142616528462847,3117.0,0.01,33,35.4,452.0,59.19,1738.32
PROD0377,Product 377,Fashion,BrandE,589.86,853.41,837.32,14.62,5.0,6543.0,0.0836,550,318.64,785.0,32.03,903.0
PROD0713,Product 713,Fashion,BrandD,942.63,1256.4,1233.59,18.08,4.396986235232735,9778.0,0.8835587186174714,1134,1195.22,2647.0,37.71,1209.05
PROD0872,Product 872,Books,BrandA,476.99,580.83,604.42,99.661443176581,4.6,9697.0,0.0784,761,711.63,1293.0,28.38,580.27
PROD0939,Product 939,Home,BrandB,1870.28,2525.76,2490.86,4.27,3.8,9256.0,0.1199,1264,1232.81,2031.0,75.83,2470.18
PROD0731,Product 731,Sports,BrandC,1071.45,1337.05,1297.64,19.71,4.2,3379.0,0.0824,236,318.64,553.0,59.66,1211.02
PROD0292,Product 292,Sports,BrandB,1147.01,1565.03,1514.11,14.045000000000002,4.2,599.0,0.0831,57,57.88,94.0,57.36,1563.47
PROD0436,Product 436,Fashion,BrandA,954.645,1086.27,1077.46,19.4,4.6,2129.0,0.01,0,20.94,46.0,39.59,1050.79
PROD0835,Product 835,Home,BrandD,1799.75,2531.23,2410.03,8.42,2.9441621986602184,9064.0,0.0581,428,404.01,452.0,94.19,2498.39
PROD0307,Product 307,Toys,BrandB,589.17,795.82,772.01,7.88,2.9,2032.0,0.0396,86,82.96,205.0,27.4,676.31
PROD0289,Product 289,Electronics,BrandC,954.645,5005.42,4860.42,19.13,4.5,5074.5,0.0642,60,65.75,121.0,221.23,4831.19
PROD0968,Product 968,Home,BrandD,1335.96,2000.39,1984.85,3.28,4.2,3965.0,0.0697,263,250.52,147.0,60.6,2227.44
PROD0215,Product 215,Home,BrandE,1114.9,1406.58,1389.9,13.295,4.6,1250.0,0.1142,158,167.01,284.0,66.68,1435.82
PROD0630,Product 630,Sports,BrandB,957.76,1274.54,1268.46,94.38556900528508,3.9,1224.0,0.0836,85,92.9,141.0,50.33,1260.0
PROD0280,Product 280,Home,BrandA,1593.18,2227.02,2268.9,3.01,3.0,3141.0,0.1029,329,318.64,265.0,69.17,2296.54
PROD0673,Product 673,Electronics,BrandC,3240.78,4167.35,4277.47,13.49,4.1,4017.0,0.0366,128,136.74,71.0,149.86,4666.34
PROD0450,Product 450,Books,BrandC,402.13,490.09,484.4,11.11,3.3,3099.0,0.0829,282,318.64,596.0,24.07,468.58
PROD0298,Product 298,Fashion,BrandE,972.59,1339.92,1366.01,9.12,4.7,1283.0,0.1283,169,160.78,338.0,47.19,1313.81
PROD0137,Product 137,Sports,BrandC,1156.94,1439.51,1414.78,10.85,3.9,6022.0,0.0751,495,544.34,452.0,61.15,1336.45
PROD0305,Product 305,Books,BrandB,376.35,489.79,471.51,9.79,4.4,2167.0,0.0509,90,90.94,153.0,21.62,477.46
PROD0807,Product 807,Sports,BrandC,1391.19,1698.29,1638.4,17.36,4.2,5074.5,0.5155336080833819,212,216.88,129.0,72.7,1879.54
PROD0294,Product 294,Sports,BrandD,1521.07,1960.27,1862.47,6.8,4.5,6373.0,0.0836,228,205.94,452.0,70.68,1902.78
PROD0599,Product 599,Books,BrandE,954.645,364.79,376.2,3.32,5.0,5219.0,0.0183,105,103.89,216.0,15.31,337.64
PROD0581,Product 581,Home,BrandB,1707.99,2173.69,2102.33,13.25,4.7,1267.0,0.0226,0,28.7,14.0,72.66,2640.18
PROD0029,Product 29,Home,BrandD,954.645,2036.37,2072.37,16.248466510393527,3.3,1007.0,0.0794,83,83.89,77.0,80.69,2142.33
PROD0248,Product 248,Fashion,BrandE,960.22,1337.37,1281.01,14.62,4.2,7056.0,0.0836,271,256.41,597.0,50.24,1175.1
PROD0310,Product 310,Fashion,BrandD,729.49,1050.42,1056.16,20.65,5.0,6025.0,0.1029,598,652.77,1032.0,38.01,1084.28
PROD0685,Product 685,Fashion,BrandD,983.23,1427.26,1438.99,6.22,5.0,205.0,0.1189,23,24.58,36.0,45.45,1521.3
PROD0342,Product 342,Electronics,BrandD,2851.31,3743.94,3884.68,22.63,2.3,1157.0,0.0766,104,94.85,452.0,131.05,3599.01
PROD0605,Product 605,Books,BrandA,410.3,524.37,528.97,6.53,3.4,8975.0,0.0423,400,418.45,977.0,23.89,474.05
PROD0065,Product 65,Fashion,BrandD,627.25,916.13,914.98,22.36,4.579773012114281,322.0,0.1338,39,39.32,69.0,28.33,855.27
PROD0631,Product 631,Sports,BrandB,1200.24,1614.42,1559.18,19.11,2.3,1554.0,0.0761,120,0.0,134.0,53.26,1563.9
PROD0891,Product 891,Fashion,BrandC,1025.63,1515.86,1560.95,16.09,5.0,5988.0,0.1375,773,746.21,1502.0,50.34,1375.9
PROD0254,Product 254,Sports,BrandA,1460.79,1890.49,1897.68,14.045000000000002,3.1,4944.0,0.06,325,324.52,475.0,82.92,1822.63
PROD0718,Product 718,Fashion,BrandB,919.63,1361.89,1374.36,14.62,4.5,2102.0,0.0145,27,27.03,452.0,48.12,1258.29
PROD0770,Product 770,Home,BrandD,1617.7,2226.39,2193.79,12.06,3.4,7013.0,0.1773,1210,1137.95,1055.0,64.9,2262.18
PROD0221,Product 221,Electronics,BrandC,2116.3,2913.79,2946.81,13.29,4.6348089994071895,1004.0,0.0411,36,38.72,76.0,85.23,2801.25
PROD0235,Product 235,Electronics,BrandD,954.645,4945.06,5183.26,13.29,4.2,2392.0,0.0803,226,205.34,285.0,150.13,5144.68
PROD0429,Product 429,Fashion,BrandE,1017.59,1496.83,1528.82,20.45,3.3,7678.0,0.0836,641,618.37,1322.0,51.62,1339.01
PROD0543,Product 543,Electronics,BrandC,3062.2,4294.85,4259.4,18.27,3.4,2000.0,0.0836,185,193.32,442.0,129.69,3993.32
PROD0440,Product 440,Home,BrandD,1375.5,1695.33,1759.06,19.58,4.0,4925.0,0.7116954674099905,149,162.3,452.0,69.88,1670.72
PROD0588,Product 588,Books,BrandE,954.645,543.76,544.12,12.934999999999999,3.1,7360.0,0.9768856461226147,326,305.96,212.0,23.99,582.85
PROD0972,Product 972,Electronics,BrandA,2387.36,2885.31,3003.29,20.54,2.114499110922317,3657.0,0.1442,433,445.09,730.0,100.89,2914.52
PROD0249,Product 249,Toys,BrandD,496.04,723.68,751.62,4.92,3.3,8046.0,0.1198,1156,1047.34,2403.0,26.02,659.51
PROD0578,Product 578,Electronics,BrandD,3197.15,4397.87,4340.58,13.29,3.3,2216.0,0.0629,117,121.28,220.0,188.67,4068.69
PROD0409,Product 409,Sports,BrandD,1166.08,1730.12,1760.72,7.54,3.5,1020.0,0.0426,37,34.07,45.0,48.095,1641.4
PROD0071,Product 71,Home,BrandD,1733.13,2456.25,2489.96,24.51,4.2,6962.0,0.1094,624,645.21,379.0,89.72,2810.72
PROD0094,Product 94,Books,BrandC,318.8,384.56,390.45,12.934999999999999,3.6,907.0,0.2038,177,167.11,223.0,14.05,382.67
PROD0644,Product 644,Fashion,BrandC,853.71,1120.12,1142.74,20.89,4.1,4640.0,0.1588,778,805.98,1303.0,44.82,1106.59
PROD0259,Product 259,Home,BrandB,1757.23,2419.68,2300.25,19.31,4.7,7628.0,0.1408,1079,1123.04,2661.0,83.5,2299.78
PROD0204,Product 204,Fashion,BrandE,761.34,1091.84,1089.25,12.44,4.3,1942.0,0.027,48,51.41,46.0,31.54,1165.66
PROD0798,Product 798,Books,BrandD,457.49,608.49,592.64,15.53,4.4,571.0,0.0524,35,32.0,53.0,26.55,603.95
PROD0365,Product 365,Fashion,BrandB,608.27,801.69,811.04,21.52,1.2566034196189677,3566.0,0.0284,105,113.08,108.0,29.25,923.32
PROD0077,Product 77,Sports,BrandD,1006.8,1325.755,1515.25,15.19,2.7,1847.0,0.083,136,127.47,262.0,47.32,1263.51
PROD0084,Product 84,Sports,BrandB,1522.05,1902.44,1953.99,35.8590083338346,3.4,839.0,0.0783,74,81.25,150.0,74.46,1853.64
PROD0994,Product 994,Home,BrandD,1887.93,2578.69,2629.37,14.92,3.7,8154.0,0.0582,496,529.54,810.0,89.75,2617.02
PROD0082,Product 82,Fashion,BrandB,953.57,1209.69,1259.13,0.03,5.0,2661.0,0.0937,218,199.87,230.0,48.82,1252.12
PROD0525,Product 525,Home,BrandD,1638.81,2228.92,2327.9,9.91,3.9,5174.0,0.1577,740,733.33,452.0,88.71,2232.9
PROD0439,Product 439,Toys,BrandC,474.46,1325.755,602.3,18.91,3.360914012133608,278.0,0.083,19,0.0,44.0,25.03,531.82
PROD0567,Product 567,Electronics,BrandE,2904.19,3896.97,3952.93,2.7,4.3,471.0,0.0776,33,31.77,56.0,122.31,3795.17
PROD0560,Product 560,Books,BrandC,340.84,505.18,525.68,14.17,3.0,4177.0,0.0187,85,84.18,186.0,20.07,446.69
PROD0542,Product 542,Electronics,BrandD,954.645,2840.22,2852.23,3.7,4.2,7172.0,0.0836,267,277.97,512.0,103.81,2793.13
PROD0887,Product 887,Electronics,BrandC,954.645,3874.74,3708.79,1.09,3.8,9723.0,0.9949319217635132,785,722.38,523.0,132.97,4160.62
PROD0331,Product 331,Fashion,BrandC,706.9,861.79,833.96,0.13,3.3,6858.0,0.0836,463,504.07,1130.0,32.37,786.4
PROD0005,Product 5,Electronics,BrandD,2628.28,3165.04,3069.72,17.78,4.4,9270.0,0.1321,1299,1406.81,3095.0,128.76,2994.67
PROD0479,Product 479,Fashion,BrandD,884.98,1275.22,1283.11,18.52,3.0,8107.0,0.3576654087702072,1001,1015.26,2021.0,48.095,1129.6
PROD0104,Product 104,Toys,BrandD,660.33,952.43,977.42,19.95,5.0,1290.0,0.0695,91,318.64,94.0,31.25,1014.68
PROD0097,Product 97,Books,BrandE,384.92,473.15,468.66,14.82,5.0,1043.0,0.1154,127,122.23,158.0,22.0,496.38
PROD0832,Product 832,Fashion,BrandB,793.07,1033.27,1024.83,23.22,4.2,8858.0,0.0994,816,796.6,1376.0,41.61,1000.62
PROD0787,Product 787,Home,BrandE,1281.46,1754.61,1760.4,3.45,2.7,618.0,0.1132,82,84.32,190.0,68.59,1546.12
PROD0424,Product 424,Toys,BrandA,677.36,900.18,882.76,24.06,3.329892533705657,148.0,0.0792,11,10.12,15.0,27.43,896.68
PROD0934,Product 934,Toys,BrandB,553.63,781.45,772.46,6.15,2.6,1741.0,0.1469,220,318.64,561.0,24.73,651.48
PROD0281,Product 281,Electronics,BrandB,3716.34,1325.755,4504.72,2.51,3.1,2414.0,0.0938,183,195.26,452.0,158.72,4044.06
PROD0266,Product 266,Books,BrandA,954.645,627.37,596.32,1.5,4.2,2803.0,0.0836,266,318.64,452.0,29.37,691.88
PROD0534,Product 534,Toys,BrandA,748.97,981.52,969.1,9.59,4.4,6180.0,0.1203,693,737.06,425.0,43.0,1136.16
PROD0453,Product 453,Fashion,BrandA,1016.36,1344.24,1339.77,1.32,4.6,2506.0,0.2971425406482066,562,318.64,461.0,50.02,1477.51
PROD0359,Product 359,Books,BrandD,480.77,678.51,707.59,18.47,2.544686166725561,6992.0,0.0442,270,248.01,387.0,27.13,615.83
PROD0490,Product 490,Home,BrandB,1328.88,1796.98,1779.24,21.38,2.4,6929.0,0.4868645983723047,236,217.46,329.0,72.7,1677.58
PROD0991,Product 991,Fashion,BrandA,606.2,779.4,808.2,1.81,4.1,5074.5,0.1225,0,449.01,452.0,34.98,804.54
PROD0816,Product 816,Fashion,BrandA,762.17,1106.57,1116.56,4.8,4.2,4046.0,0.1875,643,632.29,408.0,31.99,1218.31
PROD0118,Product 118,Sports,BrandA,1072.22,1294.03,1249.23,5.59,4.1,9334.0,0.1019,979,974.96,1099.0,55.89,1331.47
PROD0634,Product 634,Toys,BrandE,437.7,600.54,621.78,6.05,4.2,6606.0,0.0849,547,497.21,1163.0,21.62,531.47
PROD0250,Product 250,Books,BrandD,363.4,483.55,478.52,16.73,3.7,5563.0,0.0836,659,647.96,452.0,17.99,516.11
PROD0405,Product 405,Books,BrandE,494.35,695.46,680.42,17.35,4.8,6235.0,0.0484,250,250.64,297.0,23.02,729.6
PROD0717,Product 717,Toys,BrandA,552.67,672.15,689.82,17.59,3.8,418.0,0.1814,79,77.69,125.0,26.85,670.95
PROD0704,Product 704,Books,BrandB,487.09,653.98,686.31,24.5,4.2,4040.0,0.1192,455,410.6,409.0,26.49,679.86
PROD0196,Product 196,Toys,BrandD,764.86,1039.36,1012.53,12.52,3.6,2819.0,0.089,281,278.73,444.0,48.095,1003.97
PROD0652,Product 652,Electronics,BrandC,3565.74,4834.79,4966.09,13.07,3.6,9312.0,0.0836,376,370.95,551.0,161.57,4845.63
PROD0081,Product 81,Home,BrandD,1815.52,2651.01,2706.24,20.93,4.9,6224.0,0.1268,868,318.64,1829.0,104.28,2493.19
PROD0447,Product 447,Home,BrandD,1243.96,1575.26,1611.36,12.51,3.0,1956.0,0.0677,106,97.34,452.0,71.95,1412.06
PROD0533,Product 533,Sports,BrandE,1440.17,1812.51,1883.67,11.47,4.0,1030.0,0.1615,152,166.71,403.0,66.84,1665.6
PROD0668,Product 668,Books,BrandC,339.97,470.81,470.76,12.934999999999999,4.268487383135723,9775.0,0.0772,858,802.79,1853.0,15.92,418.72
PROD0239,Product 239,Fashion,BrandD,907.69,1292.3,1299.78,14.62,3.9,4562.0,0.3366167225218045,198,195.27,452.0,45.99,1306.1
PROD0411,Product 411,Books,BrandB,389.34,571.27,575.24,20.81,4.9,9801.0,0.128,1498,1553.93,1534.0,21.79,638.57
PROD0211,Product 211,Electronics,BrandA,2784.93,3478.13,3577.68,13.29,3.8,8406.0,0.0771,521,542.23,1323.0,135.77,3030.95
PROD0545,Product 545,Toys,BrandC,526.5,772.09,798.38,11.82,4.1,600.0,0.065,45,49.15,43.0,28.18,851.92
PROD0519,Product 519,Electronics,BrandD,3867.84,5782.06,6027.79,13.29,4.8,4147.0,0.337835773349853,224,234.97,154.0,158.47,6696.93
PROD0227,Product 227,Books,BrandB,478.85,688.01,674.79,22.84,3.9,3608.0,0.0836,336,365.64,823.0,20.14,634.77
PROD0922,Product 922,Fashion,BrandC,607.95,831.97,824.61,14.62,1.8,4312.0,0.0612,303,0.0,346.0,28.43,775.17
PROD0404,Product 404,Electronics,BrandE,2131.5,2589.13,2607.97,20.49,3.1,6003.0,0.0267,145,131.27,452.0,111.93,2352.22
PROD0889,Product 889,Sports,BrandE,1244.84,1587.96,1660.19,12.08,3.2,2520.0,0.3657806665085496,167,170.82,397.0,55.57,1402.51
PROD0177,Product 177,Toys,BrandD,566.73,820.77,842.48,14.34,4.9,8941.0,0.0718,529,569.57,795.0,28.45,854.14
PROD0465,Product 465,Books,BrandD,493.92,1325.755,630.46,13.11,4.1,9835.0,0.0836,1090,988.84,1796.0,22.59,637.23
PROD0430,Product 430,Home,BrandD,1597.0,1956.54,1984.54,19.06,2.7,410.0,0.1028,35,35.86,452.0,70.48,1773.22
PROD0532,Product 532,Sports,BrandA,1485.66,1876.7,1825.57,14.045000000000002,4.3,843.0,0.0442,31,31.9,37.0,80.46,1926.25
PROD0695,Product 695,Home,BrandC,1410.76,1780.42,1726.95,12.66,4.5,5071.0,0.6747339482296576,543,590.96,1317.0,70.54,1726.35
PROD0478,Product 478,Books,BrandB,290.42,371.25,385.2,18.81,4.0,5074.5,0.065,333,319.51,595.0,12.82,356.43
PROD0688,Product 688,Electronics,BrandD,3490.5,4367.6,4168.4,13.29,4.5,4985.0,0.0836,450,471.35,895.0,156.81,4295.48
PROD0007,Product 7,Fashion,BrandD,611.79,739.91,750.01,7.86,4.7,2567.0,0.0808,199,209.17,200.0,25.41,805.1
PROD0155,Product 155,Home,BrandA,1836.8,2204.27,2131.33,13.295,2.9,3877.0,0.0568,187,183.74,386.0,91.07,1981.53
PROD0357,Product 357,Fashion,BrandD,760.78,983.55,1026.51,14.62,2.9,1170.0,0.0795,105,107.4,123.0,33.35,990.0
PROD0584,Product 584,Home,BrandD,1499.59,2190.87,2108.98,16.95,3.4,4964.0,0.1863,1006,1094.07,746.0,60.57,2473.36
PROD0223,Product 223,Books,BrandC,428.03,609.03,623.52,13.04,3.9,9215.0,0.0552,526,530.03,550.0,20.28,646.53
PROD0329,Product 329,Electronics,BrandD,3531.1,4580.26,4701.73,3.58,5.0,353.0,0.1352,53,57.27,59.0,198.62,5076.19
PROD0822,Product 822,Sports,BrandC,954.645,1691.07,1703.52,23.58,3.4281746736072507,5074.5,0.1246,1351,1252.82,1497.0,48.095,1813.41
PROD0868,Product 868,Fashion,BrandD,712.53,904.66,938.93,14.62,4.4,1098.0,0.129,146,144.6,296.0,31.48,867.04
PROD0611,Product 611,Electronics,BrandC,3506.44,4923.09,4989.63,22.74,4.0,7894.0,0.0663,531,512.3,395.0,48.095,5390.95
PROD0746,Product 746,Sports,BrandC,1226.13,1572.42,1569.24,14.045000000000002,3.5,3526.0,0.0425,164,175.38,219.0,56.32,1633.99
PROD0657,Product 657,Home,BrandE,1299.3,1767.66,1740.88,3.3,3.7,399.0,0.0141,6,6.15,10.0,66.16,1739.69
PROD0809,Product 809,Home,BrandD,954.645,1952.35,2047.56,13.295,4.5,5074.5,0.1124,281,260.91,567.0,71.89,1800.08
PROD0494,Product 494,Home,BrandD,1615.99,2309.01,2370.26,13.295,4.7,3834.0,0.0544,242,221.17,136.0,94.6,2735.68
PROD0572,Product 572,Books,BrandA,444.85,655.7,662.82,14.0,4.1,2669.0,0.0962,235,244.65,452.0,20.49,616.29
PROD0628,Product 628,Home,BrandD,1396.55,1985.72,1969.37,18.42,4.1,2606.0,0.0725,169,172.05,110.0,56.6,2196.56
PROD0762,Product 762,Books,BrandD,394.05,584.58,567.89,1.85,4.2,3885.0,0.1266,577,569.17,897.0,19.28,598.89
PROD0958,Product 958,Sports,BrandD,954.645,1351.04,1306.97,14.045000000000002,3.1,8901.0,0.2461698492781029,375,0.0,560.0,48.3,1209.7
PROD0163,Product 163,Electronics,BrandA,3570.03,4588.8,4734.82,13.29,4.2,393.0,0.1197,50,45.45,63.0,209.16,4581.05
PROD0228,Product 228,Home,BrandE,1502.82,1890.79,1958.63,16.92,4.1,7508.0,0.0866,634,648.02,452.0,80.36,2043.21
PROD0523,Product 523,Electronics,BrandB,2372.62,3161.65,3247.23,6.6,4.1,1287.0,0.0938,112,120.24,116.0,123.74,3339.04
PROD0786,Product 786,Electronics,BrandE,3681.66,4812.17,4715.87,13.29,4.521630704000223,5074.5,0.1119,777,831.27,1214.0,211.36,4949.6
PROD0212,Product 212,Home,BrandE,1785.42,2435.18,2548.91,1.29,5.0,8640.0,0.0816,614,650.84,1044.0,85.58,2451.38
PROD0825,Product 825,Electronics,BrandA,3848.52,4714.84,4904.01,3.15,4.8,9071.0,0.0671,609,620.46,1188.0,218.04,4623.14
PROD0079,Product 79,Toys,BrandE,452.94,662.75,647.22,3.24,4.2,5074.5,0.0836,627,575.21,452.0,21.49,668.15
PROD0148,Product 148,Sports,BrandD,1385.39,1777.36,1744.01,16.07,1.8,5622.0,0.1225,596,609.53,747.0,80.27,1582.93
PROD0302,Product 302,Books,BrandD,285.02,369.03,352.68,12.934999999999999,2.801637678215321,6789.0,0.1292,840,883.05,1243.0,13.75,363.73
PROD0448,Product 448,Home,BrandB,1410.3,1925.0,1948.02,13.295,3.6,1292.0,0.1017,149,138.77,339.0,80.18,1715.03
PROD0501,Product 501,Electronics,BrandE,3480.18,4542.31,4486.35,13.34,3.5,8078.0,0.0487,359,336.85,508.0,199.46,4272.11
PROD0548,Product 548,Fashion,BrandB,630.78,770.79,794.87,92.77376073670467,4.7,6726.0,0.1188,791,813.51,452.0,33.07,918.09
PROD0841,Product 841,Electronics,BrandD,2166.03,2878.21,2951.46,14.58,1.0,9448.0,0.0701,666,609.31,452.0,124.27,2600.78
PROD0043,Product 43,Electronics,BrandE,2929.4,3696.61,3646.44,12.59,3.9,8014.0,0.0817,688,630.45,1416.0,171.13,3307.38
PROD0133,Product 133,Sports,BrandA,1388.01,1732.26,1725.6,0.23,4.7,5074.5,0.0429,357,349.97,734.0,61.18,1629.96
PROD0594,Product 594,Fashion,BrandD,594.04,746.59,766.85,21.04,5.0,380.0,0.9773391935885573,55,58.17,59.0,32.18,830.92
PROD0311,Product 311,Electronics,BrandD,2137.84,3091.06,3191.48,19.69,1.3739798918152306,5475.0,0.0597,0,317.77,166.0,91.63,3682.62
PROD0655,Product 655,Home,BrandB,954.645,2577.38,2602.11,13.295,1.0,4256.0,0.0367,156,142.36,308.0,105.53,2370.9
PROD0516,Product 516,Toys,BrandA,640.2,876.89,895.72,23.44,3.6,3092.0,0.0649,232,253.9,563.0,27.02,838.14
PROD0849,Product 849,Home,BrandD,1757.06,2491.47,2541.67,17.91,2.8,4731.0,0.9444468729934802,38,36.03,29.0,101.43,2455.03
PROD0811,Product 811,Books,BrandA,319.52,437.66,429.46,4.46,3.8,4045.0,0.122,428,417.99,937.0,48.095,396.17
PROD0000,Product 0,Sports,BrandE,972.07,1393.86,1407.36,11.15,3.9,3403.0,0.780996238788073,124,127.74,452.0,52.92,1569.65
PROD0782,Product 782,Fashion,BrandA,837.0,1223.59,1268.09,9.29,4.5,4387.0,0.0526,202,218.34,452.0,33.91,1308.29
PROD0382,Product 382,Books,BrandD,355.95,436.43,427.84,24.16,3.9,5751.0,0.0972,650,585.8,1242.0,20.99,400.74
PROD0316,Product 316,Books,BrandE,320.68,389.72,394.3,5.19,3.3,3386.0,0.0885,333,328.81,452.0,16.98,375.3
PROD0761,Product 761,Toys,BrandD,608.89,832.06,852.23,5.5,2.9,9598.0,0.0251,235,246.99,494.0,27.59,748.82
PROD0591,Product 591,Toys,BrandB,954.645,628.83,660.03,2.58,3.8,3343.0,0.0836,213,212.9,309.0,28.64,602.7
PROD0408,Product 408,Sports,BrandC,1508.17,1884.65,1790.85,14.045000000000002,5.0,2663.0,0.1301,0,373.85,895.0,66.53,1721.1
PROD0941,Product 941,Home,BrandD,954.645,1756.31,1683.06,2.55,5.0,5074.5,0.0836,28,29.14,32.0,72.84,1907.61
PROD0750,Product 750,Sports,BrandC,1190.82,1555.96,1517.3,17.37,3.4,589.0,0.1117,74,66.75,158.0,62.58,1365.66
PROD0172,Product 172,Sports,BrandA,1548.49,1992.17,2084.03,9.74,2.7,5459.0,0.0349,164,165.76,262.0,85.54,1840.92
PROD0125,Product 125,Electronics,BrandA,2283.87,3191.95,3333.3,20.22,3.8,9310.0,0.4378915156893566,543,573.54,1233.0,113.99,2909.24
PROD0696,Product 696,Toys,BrandD,653.16,866.44,835.83,11.97,4.2,7950.0,0.054,366,367.36,756.0,29.53,791.32
PROD0499,Product 499,Toys,BrandA,616.78,820.82,841.23,11.895,4.1,9354.0,0.0247,262,0.0,309.0,29.97,884.07
PROD0596,Product 596,Home,BrandB,1821.99,2456.94,2366.26,17.41,3.8,743.0,0.0836,20,18.5,42.0,104.37,2250.26
